"grid_id","Species","Species_Code","Rank","Covariates","CAR_Median","CAR_SD","CAR_RelativeRisk"
1,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.112582278088327,1.15030269885612,1.11916437022353
2,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.137544206054557,0.993762894592479,1.14745244127136
3,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.124291940836433,0.969443403013667,1.1323464038664
4,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.18866230519985,0.992877185799001,1.20763307520644
5,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.189942958728562,1.03852229632594,1.20918062249003
6,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.179730468903809,1.17340129341626,1.19689471929866
7,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.157932757210244,0.906528576952717,1.17108745257462
8,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.159696010747593,0.902771081366825,1.17315420621002
9,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.159129749001829,0.879795398671138,1.17249008756492
10,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.16998980920737,0.906081513848456,1.1852927721889
11,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.170784332461541,0.923301619170636,1.18623489799987
12,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.175562119815546,0.967762469998337,1.19191602798237
13,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.205662698013605,0.972360845499878,1.22833881299078
14,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.22272560255341,0.954036345532404,1.24947768939984
15,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.100035813141261,0.910119063589146,1.10521049902675
16,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.102603869284312,0.862982573653092,1.10805238984345
17,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.087416304290785,0.879571434775699,1.0913509200419
18,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.114477058466831,0.852255040618554,1.121286916901
19,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.147034679856734,0.815018482281353,1.15839413667442
20,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.143658273678235,0.806096146985644,1.15448954842054
21,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.157969618395518,0.813139517827061,1.17113065888426
22,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.179616957223558,0.843170403361952,1.19675886547758
23,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.177073767820381,0.871863993105226,1.19371914845058
24,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.147638304580619,0.89787491522263,1.15909358244161
25,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.172114900097582,0.960063559110743,1.18781431929437
26,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.144211216697933,1.16016007117957,1.15512806590431
27,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.234903223531848,1.02085040278042,1.26478637905207
28,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.221044981588599,0.8412592073129,1.2473795418815
29,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.219438823396073,0.809212859805252,1.24537766354703
30,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.189912137509967,0.805889472338387,1.20914335774724
31,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.163037626802683,0.809608467653861,1.1770809795023
32,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.139868654550431,0.784746811592163,1.15012272693185
33,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.128876982826555,0.780241426316533,1.1375501781101
34,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.0850549127162197,0.754947383038243,1.08877686822257
35,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.117476419219758,0.762909113450803,1.12465511037142
36,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.111689201374022,0.775429987410754,1.1181652998444
37,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.115573151676482,0.766041120325996,1.12251663605783
38,"Sambar deer","SBR",1,"dist_str + ndvi_cv + elev + BB + DD",0.155936436145174,0.752904971683701,1.16875191476984
