"grid_id","Species","Species_Code","Rank","Covariates","CAR_Median","CAR_SD","CAR_RelativeRisk"
1,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.938468316117083,1.2507466277072,0.391226612212249
2,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.893253350870703,1.0606237221775,0.409321935259538
3,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.911691766359448,1.04176635759204,0.401843823043409
4,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.903239105164207,1.06887537592452,0.40525487408531
5,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.894662071417551,1.10966256141711,0.408745702486372
6,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.875190804709943,1.26098422945688,0.416782490570269
7,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.875615959273316,1.01664646613039,0.416605334043022
8,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.924281107389369,0.96836419154438,0.396816585076059
9,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.906838301388124,0.975729434599751,0.403798898781127
10,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.893526269106703,0.981254660585175,0.409210220240269
11,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.890987472658246,1.01860674744019,0.410250442748266
12,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.866876180261223,1.07810748511472,0.42026232474092
13,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.821991713486112,1.10208549985697,0.439555314815511
14,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.833005268360563,1.10224739486721,0.434740808663738
15,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.811546181897757,1.09917228889454,0.444170766403145
16,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.791667970129136,1.06258845794548,0.453088431247563
17,"Banteng","BTG",3,"dist_str + ndvi_cv + elev + slope + BB",-0.853003889099922,1.02759511457342,0.426132954259534
